ticker,source_etf,region
SHW,SPY,developed
ABNB,SPY,developed
EMR,SPY,developed
NOC,SPY,developed
MMM,SPY,developed
CI,SPY,developed
EQIX,SPY,developed
CVS,SPY,developed
FTNT,SPY,developed
HWM,SPY,developed
FI,SPY,developed
AON,SPY,developed
PNC,SPY,developed
UPS,SPY,developed
ECL,SPY,developed
MAR,SPY,developed
ITW,SPY,developed
AJG,SPY,developed
RSG,SPY,developed
MSI,SPY,developed
BK,SPY,developed
USB,SPY,developed
WMB,SPY,developed
CL,SPY,developed
VST,SPY,developed
NEM,SPY,developed
PYPL,SPY,developed
JCI,SPY,developed
ZTS,SPY,developed
EOG,SPY,developed
CSX,SPY,developed
ADSK,SPY,developed
ELV,SPY,developed
APD,SPY,developed
AZO,SPY,developed
HLT,SPY,developed
WDAY,SPY,developed
NSC,SPY,developed
KMI,SPY,developed
TEL,SPY,developed
PWR,SPY,developed
DLR,SPY,developed
AEP,SPY,developed
REGN,SPY,developed
ROP,SPY,developed
FCX,SPY,developed
MNST,SPY,developed
CMG,SPY,developed
CARR,SPY,developed
TRV,SPY,developed
AXON,SPY,developed
TFC,SPY,developed
URI,SPY,developed
NXPI,SPY,developed
COR,SPY,developed
NDAQ,SPY,developed
SPG,SPY,developed
FDX,SPY,developed
AFL,SPY,developed
FAST,SPY,developed
GLW,SPY,developed
SRE,SPY,developed
PAYX,SPY,developed
MPC,SPY,developed
PCAR,SPY,developed
BDX,SPY,developed
DDOG,SPY,developed
O,SPY,developed
SLB,SPY,developed
OKE,SPY,developed
PSX,SPY,developed
LHX,SPY,developed
ALL,SPY,developed
MET,SPY,developed
PSA,SPY,developed
CMI,SPY,developed
GWW,SPY,developed
D,SPY,developed
GM,SPY,developed
AMP,SPY,developed
CTVA,SPY,developed
SQ,SPY,developed
EW,SPY,developed
TGT,SPY,developed
CCI,SPY,developed
CBRE,SPY,developed
KDP,SPY,developed
IDXX,SPY,developed
KR,SPY,developed
ROST,SPY,developed
BKR,SPY,developed
CPRT,SPY,developed
EXC,SPY,developed
AIG,SPY,developed
PEG,SPY,developed
OXY,SPY,developed
FANG,SPY,developed
VLO,SPY,developed
F,SPY,developed
DHI,SPY,developed
GRMN,SPY,developed
MSCI,SPY,developed
FIS,SPY,developed
KVUE,SPY,developed
TTD,SPY,developed
XEL,SPY,developed
KMB,SPY,developed
TTWO,SPY,developed
CCL,SPY,developed
AME,SPY,developed
YUM,SPY,developed
CSGP,SPY,developed
RMD,SPY,developed
ETR,SPY,developed
EA,SPY,developed
ROK,SPY,developed
CHTR,SPY,developed
VRSK,SPY,developed
SYY,SPY,developed
HSY,SPY,developed
MCHP,SPY,developed
CAH,SPY,developed
FICO,SPY,developed
ED,SPY,developed
CTSH,SPY,developed
LVS,SPY,developed
SMCI,SPY,developed
TRGP,SPY,developed
PRU,SPY,developed
VMC,SPY,developed
EBAY,SPY,developed
HIG,SPY,developed
DAL,SPY,developed
LYV,SPY,developed
MPWR,SPY,developed
DXCM,SPY,developed
MLM,SPY,developed
VICI,SPY,developed
WEC,SPY,developed
IR,SPY,developed
RJF,SPY,developed
OTIS,SPY,developed
KHC,SPY,developed
EL,SPY,developed
A,SPY,developed
GEHC,SPY,developed
EQT,SPY,developed
WBD,SPY,developed
NUE,SPY,developed
IQV,SPY,developed
WAB,SPY,developed
STT,SPY,developed
NRG,SPY,developed
EXR,SPY,developed
XYL,SPY,developed
ACGL,SPY,developed
ODFL,SPY,developed
PCG,SPY,developed
TSCO,SPY,developed
DD,SPY,developed
STZ,SPY,developed
STX,SPY,developed
BRO,SPY,developed
MTB,SPY,developed
VTR,SPY,developed
EFX,SPY,developed
HUM,SPY,developed
WTW,SPY,developed
LEN,SPY,developed
UAL,SPY,developed
IRM,SPY,developed
BR,SPY,developed
KEYS,SPY,developed
IP,SPY,developed
DTE,SPY,developed
FITB,SPY,developed
AVB,SPY,developed
ROL,SPY,developed
K,SPY,developed
HPE,SPY,developed
AWK,SPY,developed
AEE,SPY,developed
GIS,SPY,developed
PPL,SPY,developed
IT,SPY,developed
SYF,SPY,developed
ADM,SPY,developed
MTD,SPY,developed
WRB,SPY,developed
VLTO,SPY,developed
TDY,SPY,developed
LULU,SPY,developed
NTRS,SPY,developed
CBOE,SPY,developed
EQR,SPY,developed
CNP,SPY,developed
DOV,SPY,developed
VRSN,SPY,developed
ATO,SPY,developed
EXE,SPY,developed
HBAN,SPY,developed
SBAC,SPY,developed
WDC,SPY,developed
SW,SPY,developed
ON,SPY,developed
JBL,SPY,developed
ES,SPY,developed
PTC,SPY,developed
FE,SPY,developed
PPG,SPY,developed
HPQ,SPY,developed
DLTR,SPY,developed
DRI,SPY,developed
CDW,SPY,developed
CHD,SPY,developed
TYL,SPY,developed
CPAY,SPY,developed
CINF,SPY,developed
GDDY,SPY,developed
HUBB,SPY,developed
WSM,SPY,developed
DG,SPY,developed
ULTA,SPY,developed
RF,SPY,developed
TROW,SPY,developed
EXPE,SPY,developed
PHM,SPY,developed
TPL,SPY,developed
TPR,SPY,developed
STE,SPY,developed
AMCR,SPY,developed
LH,SPY,developed
DVN,SPY,developed
LII,SPY,developed
CMS,SPY,developed
NVR,SPY,developed
CFG,SPY,developed
NTAP,SPY,developed
PODD,SPY,developed
LDOS,SPY,developed
KEY,SPY,developed
TRMB,SPY,developed
GPN,SPY,developed
EIX,SPY,developed
NI,SPY,developed
LYB,SPY,developed
INVH,SPY,developed
MKC,SPY,developed
FSLR,SPY,developed
HAL,SPY,developed
STLD,SPY,developed
TSN,SPY,developed
L,SPY,developed
DGX,SPY,developed
BIIB,SPY,developed
WY,SPY,developed
GEN,SPY,developed
IFF,SPY,developed
ZBH,SPY,developed
CTRA,SPY,developed
GPC,SPY,developed
RL,SPY,developed
ERIE,SPY,developed
WST,SPY,developed
PKG,SPY,developed
WAT,SPY,developed
ESS,SPY,developed
MAA,SPY,developed
PFG,SPY,developed
TER,SPY,developed
DOW,SPY,developed
FFIV,SPY,developed
J,SPY,developed
ZBRA,SPY,developed
FTV,SPY,developed
SNA,SPY,developed
LNT,SPY,developed
PNR,SPY,developed
DECK,SPY,developed
LUV,SPY,developed
BALL,SPY,developed
EVRG,SPY,developed
DPZ,SPY,developed
BG,SPY,developed
HRL,SPY,developed
FDS,SPY,developed
CLX,SPY,developed
EXPD,SPY,developed
INCY,SPY,developed
CF,SPY,developed
KIM,SPY,developed
ALGN,SPY,developed
APTV,SPY,developed
HOLX,SPY,developed
BAX,SPY,developed
COO,SPY,developed
BLDR,SPY,developed
OMC,SPY,developed
BF.B,SPY,developed
EG,SPY,developed
ALLE,SPY,developed
JBHT,SPY,developed
BBY,SPY,developed
MAS,SPY,developed
TXT,SPY,developed
TKO,SPY,developed
ARE,SPY,developed
AVY,SPY,developed
PAYC,SPY,developed
REG,SPY,developed
UDR,SPY,developed
BEN,SPY,developed
CNC,SPY,developed
JKHY,SPY,developed
MRNA,SPY,developed
SOLV,SPY,developed
IEX,SPY,developed
NDSN,SPY,developed
DOC,SPY,developed
CPT,SPY,developed
FOX,SPY,developed
FOXA,SPY,developed
POOL,SPY,developed
SJM,SPY,developed
GL,SPY,developed
CHRW,SPY,developed
MOS,SPY,developed
WYNN,SPY,developed
HST,SPY,developed
AKAM,SPY,developed
NWSA,SPY,developed
DVA,SPY,developed
RVTY,SPY,developed
BXP,SPY,developed
SWKS,SPY,developed
VTRS,SPY,developed
PNW,SPY,developed
HAS,SPY,developed
SWK,SPY,developed
NCLH,SPY,developed
UHS,SPY,developed
MGM,SPY,developed
GNRC,SPY,developed
HII,SPY,developed
TAP,SPY,developed
WBA,SPY,developed
AOS,SPY,developed
CPB,SPY,developed
IVZ,SPY,developed
EPAM,SPY,developed
DAY,SPY,developed
AIZ,SPY,developed
AES,SPY,developed
IPG,SPY,developed
PARA,SPY,developed
TECH,SPY,developed
CAG,SPY,developed
KMX,SPY,developed
HSIC,SPY,developed
MOH,SPY,developed
CRL,SPY,developed
EMN,SPY,developed
MTCH,SPY,developed
ALB,SPY,developed
LW,SPY,developed
FRT,SPY,developed
MKTX,SPY,developed
LKQ,SPY,developed
MHK,SPY,developed
APA,SPY,developed
NWS,SPY,developed
CZR,SPY,developed
ENPH,SPY,developed
